./merged/EQ_LoopMult10EQ_Const/forward: 0.5717  ,0.5892  ,,0.2580  
./merged/EQ_LoopMult10EQ_LoopMult10/back: 0.2217  ,0.2239  ,,0.4073  
./merged/EQ_LoopMult10EQ_LoopMult10/forward: 0.2309  ,0.2290  ,,0.4015  
./merged/EQ_LoopMult10EQ_LoopMult15/back: 0.2320  ,0.2278  ,,0.4269  
./merged/EQ_LoopMult10EQ_LoopMult15/forward: 0.2310  ,0.2340  ,,0.4196  
./merged/EQ_LoopMult10EQ_LoopMult2/back: 0.1793  ,0.1757  ,,0.2243  
./merged/EQ_LoopMult10EQ_LoopMult2/forward: 0.1823  ,0.1797  ,,0.2384  
./merged/EQ_LoopMult10EQ_LoopMult20/back: 0.2327  ,0.2308  ,,0.4969  
./merged/EQ_LoopMult10EQ_LoopMult20/forward: 0.2327  ,0.2358  ,,0.4950  
./merged/EQ_LoopMult10EQ_LoopMult5/back: 0.2277  ,0.2258  ,,0.3328  
./merged/EQ_LoopMult10EQ_LoopMult5/forward: 0.2237  ,0.2256  ,,0.3284  
./merged/EQ_LoopMult10EQ_LoopUnreach10/back: 0.2297  ,0.2320  ,,0.1677  
./merged/EQ_LoopMult10EQ_LoopUnreach10/forward: 0.2282  ,0.2284  ,,0.3988  
./merged/EQ_LoopMult10EQ_LoopUnreach15/back: 0.2319  ,0.2329  ,,0.1696  
./merged/EQ_LoopMult10EQ_LoopUnreach15/forward: 0.2313  ,0.2294  ,,0.4260  
./merged/EQ_LoopMult10EQ_LoopUnreach2/back: 0.1787  ,0.1782  ,,0.1475  
./merged/EQ_LoopMult10EQ_LoopUnreach2/forward: 0.1746  ,0.1776  ,,0.2123  
./merged/EQ_LoopMult10EQ_LoopUnreach20/back: 0.2320  ,0.2408  ,,0.1607  
./merged/EQ_LoopMult10EQ_LoopUnreach20/forward: 0.2285  ,0.2337  ,,0.5108  
./merged/EQ_LoopMult10EQ_LoopUnreach5/back: 0.2287  ,0.2328  ,,0.1663  
./merged/EQ_LoopMult10EQ_LoopUnreach5/forward: 0.2241  ,0.2269  ,,0.3398  
./merged/EQ_LoopMult10EQ_UnchLoop/back: 0.1980  ,0.2001  ,,0.2107  
