./multLibs/EQ_multiple/3            CC2-Hybrid: not equiv ,1.6212   (Solve) ,,1.095  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.5272  	llReve: equiv    ,0.0200  
./multLibs/EQ_multiple/4            CC2-Hybrid: not equiv ,2.2208   (Solve) ,,1.533  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.7447  	llReve: equiv    ,0.0200  
./multLibs/EQ_multiple/5            CC2-Hybrid: not equiv ,2.9113   (Solve) ,,1.982  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.9704  	llReve: equiv    ,0.0300  
./multLibs/EQ_multiple/6            CC2-Hybrid: not equiv ,3.8783   (Solve) ,,2.687  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,1.7172  	llReve: equiv    ,0.0300  
./multLibs/EQ_multiple/7            CC2-Hybrid: not equiv ,9.4882   (Solve) ,,7.913  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,4.3919  	llReve: equiv    ,0.0300  
./multLibs/EQ_multiple/8            CC2-Hybrid: not equiv ,15.2462  (Solve) ,,13.352 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,16.4541 	llReve: equiv    ,0.0700  
./multLibs/EQ_multiple/9            CC2-Hybrid: not equiv ,17.8776  (Solve) ,,15.502 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,77.0730 	llReve: equiv    ,0.0600  
./multLibs/EQ_multipleBound/1       CC2-Hybrid: equiv    ,1.3591   (Solve) ,,0.528  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,0.3155  	llReve: equiv    ,0.1300  
./multLibs/EQ_multipleBound/10      CC2-Hybrid: equiv    ,16.4935  (Solve) ,,12.753 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,77.7181 	llReve: timeout  ,300.0000
./multLibs/EQ_multipleBound/11      CC2-Hybrid: equiv    ,35.9404  (Solve) ,,25.171 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,254.3185	llReve: timeout  ,300.0000
./multLibs/EQ_multipleBound/12      CC2-Hybrid: equiv    ,66.4490  (Solve) ,,10.111 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_multipleBound/13      CC2-Hybrid: equiv    ,36.9542  (Solve) ,,10.115 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_multipleBound/14      CC2-Hybrid: equiv    ,46.7443  (Solve) ,,32.552 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_multipleBound/15      CC2-Hybrid: equiv    ,41.6579  (Solve) ,,22.045 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_multipleBound/2       CC2-Hybrid: equiv    ,18.0092  (Solve) ,,11.378 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,17.6313 	llReve: equiv    ,7.1400  
./multLibs/EQ_multipleBound/3       CC2-Hybrid: equiv    ,14.1876  (Solve) ,,10.480 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,1.1181  	llReve: equiv    ,2.5400  
./multLibs/EQ_multipleBound/4       CC2-Hybrid: equiv    ,2.0906   (Solve) ,,1.386  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,1.1210  	llReve: equiv    ,1.0500  
./multLibs/EQ_multipleBound/5       CC2-Hybrid: equiv    ,2.4242   (Solve) ,,1.438  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,1.3462  	llReve: equiv    ,8.3700  
./multLibs/EQ_multipleBound/6       CC2-Hybrid: equiv    ,3.1104   (Solve) ,,1.762  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,1.8944  	llReve: equiv    ,124.3400
./multLibs/EQ_multipleBound/7       CC2-Hybrid: equiv    ,4.3641   (Solve) ,,2.599  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,3.0000  	llReve: timeout  ,300.0000
./multLibs/EQ_multipleBound/8       CC2-Hybrid: equiv    ,7.7927   (Solve) ,,5.459  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,6.8487  	llReve: timeout  ,300.0000
./multLibs/EQ_multipleBound/9       CC2-Hybrid: equiv    ,15.3989  (Solve) ,,12.423 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,21.3577 	llReve: timeout  ,300.0000
./multLibs/EQ_odd/1                 CC2-Hybrid: equiv    ,146.3329 (Solve) ,,68.907 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.9200  
./multLibs/EQ_odd/10                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0900  
./multLibs/EQ_odd/11                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0600  
./multLibs/EQ_odd/12                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0500  
./multLibs/EQ_odd/13                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0600  
./multLibs/EQ_odd/14                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0500  
./multLibs/EQ_odd/15                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.1000  
./multLibs/EQ_odd/2                 CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0400  
./multLibs/EQ_odd/3                 CC2-Hybrid: equiv    ,17.3894  (Solve) ,,17.041 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0400  
./multLibs/EQ_odd/4                 CC2-Hybrid: equiv    ,21.9040  (Solve) ,,21.439 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0400  
./multLibs/EQ_odd/5                 CC2-Hybrid: equiv    ,27.5167  (Solve) ,,26.900 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0900  
./multLibs/EQ_odd/6                 CC2-Hybrid: equiv    ,41.7181  (Solve) ,,40.898 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0400  
./multLibs/EQ_odd/7                 CC2-Hybrid: equiv    ,81.0430  (Solve) ,,79.975 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0500  
./multLibs/EQ_odd/8                 CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0600  
./multLibs/EQ_odd/9                 CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0700  
./multLibs/EQ_one/1                 CC2-Hybrid: not equiv ,0.9445   (Solve) ,,0.598  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.1863  	llReve: not equiv ,0.1400  
./multLibs/EQ_one/10                CC2-Hybrid: not equiv ,8.1532   (Solve) ,,3.955  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,7.3690  	llReve: timeout  ,300.0000
./multLibs/EQ_one/11                CC2-Hybrid: not equiv ,12.6479  (Solve) ,,7.495  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,17.1471 	llReve: timeout  ,300.0000
./multLibs/EQ_one/12                CC2-Hybrid: not equiv ,17.6892  (Solve) ,,11.257 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,42.4593 	llReve: timeout  ,300.0000
./multLibs/EQ_one/13                CC2-Hybrid: not equiv ,19.0570  (Solve) ,,11.337 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,92.7125 	llReve: timeout  ,300.0000
./multLibs/EQ_one/14                CC2-Hybrid: not equiv ,30.4161  (Solve) ,,15.038 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,195.9082	llReve: timeout  ,300.0000
./multLibs/EQ_one/15                CC2-Hybrid: not equiv ,22.1885  (Solve) ,,11.391 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_one/2                 CC2-Hybrid: not equiv ,1.3336   (Solve) ,,0.811  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.3220  	llReve: not equiv ,0.2600  
./multLibs/EQ_one/3                 CC2-Hybrid: not equiv ,1.2948   (Solve) ,,0.649  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.3227  	llReve: not equiv ,0.0900  
./multLibs/EQ_one/4                 CC2-Hybrid: not equiv ,1.6216   (Solve) ,,0.732  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.3878  	llReve: not equiv ,0.1300  
./multLibs/EQ_one/5                 CC2-Hybrid: not equiv ,2.0143   (Solve) ,,0.867  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.4540  	llReve: not equiv ,0.3900  
./multLibs/EQ_one/6                 CC2-Hybrid: not equiv ,2.5934   (Solve) ,,1.051  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.5794  	llReve: not equiv ,1.5100  
./multLibs/EQ_one/7                 CC2-Hybrid: not equiv ,3.2963   (Solve) ,,1.249  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.8620  	llReve: not equiv ,7.3400  
./multLibs/EQ_one/8                 CC2-Hybrid: not equiv ,4.2980   (Solve) ,,1.646  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,1.4727  	llReve: not equiv ,43.3500 
./multLibs/EQ_one/9                 CC2-Hybrid: not equiv ,5.6402   (Solve) ,,2.329  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,3.3804  	llReve: not equiv ,237.4600
./multLibs/EQ_oneBound/1            CC2-Hybrid: equiv    ,0.5092   (Solve) ,,0.289  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,0.2332  	llReve: equiv    ,0.0700  
./multLibs/EQ_oneBound/10           CC2-Hybrid: equiv    ,16.3969  (Solve) ,,10.343 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneBound/11           CC2-Hybrid: equiv    ,29.9189  (Solve) ,,10.130 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneBound/12           CC2-Hybrid: equiv    ,25.8016  (Solve) ,,13.961 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneBound/13           CC2-Hybrid: equiv    ,21.7367  (Solve) ,,10.411 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneBound/14           CC2-Hybrid: equiv    ,24.8092  (Solve) ,,10.433 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneBound/15           CC2-Hybrid: equiv    ,26.9395  (Solve) ,,10.440 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneBound/2            CC2-Hybrid: equiv    ,0.7329   (Solve) ,,0.360  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,0.4127  	llReve: equiv    ,0.2500  
./multLibs/EQ_oneBound/3            CC2-Hybrid: equiv    ,1.1419   (Solve) ,,0.546  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,1.0738  	llReve: equiv    ,0.5700  
./multLibs/EQ_oneBound/4            CC2-Hybrid: equiv    ,1.7469   (Solve) ,,0.800  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,4.8158  	llReve: equiv    ,5.0400  
./multLibs/EQ_oneBound/5            CC2-Hybrid: equiv    ,3.3318   (Solve) ,,1.935  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,27.4076 	llReve: equiv    ,118.9400
./multLibs/EQ_oneBound/6            CC2-Hybrid: equiv    ,10.2554  (Solve) ,,8.254  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,167.9867	llReve: timeout  ,300.0000
./multLibs/EQ_oneBound/7            CC2-Hybrid: equiv    ,13.0370  (Solve) ,,10.302 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneBound/8            CC2-Hybrid: equiv    ,69.3480  (Solve) ,,10.640 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneBound/9            CC2-Hybrid: equiv    ,58.5814  (Solve) ,,10.786 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneN2/1               CC2-Hybrid: equiv    ,24.8236  (Solve) ,,19.878 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,6.1424  	llReve: equiv    ,2.3500  
Disagreement error: ./multLibs/EQ_oneN2/1
./multLibs/EQ_oneN2/10              CC2-Hybrid: not equiv ,19.1507  (Solve) ,,13.674 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,139.1258	llReve: timeout  ,300.0000
./multLibs/EQ_oneN2/11              CC2-Hybrid: not equiv ,17.3035  (Solve) ,,12.164 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,142.8081	llReve: timeout  ,300.0000
./multLibs/EQ_oneN2/12              CC2-Hybrid: not equiv ,18.8127  (Solve) ,,12.391 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,150.4478	llReve: timeout  ,300.0000
./multLibs/EQ_oneN2/13              CC2-Hybrid: not equiv ,20.3806  (Solve) ,,12.793 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,191.1320	llReve: timeout  ,300.0000
./multLibs/EQ_oneN2/14              CC2-Hybrid: not equiv ,43.3781  (Solve) ,,21.877 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,256.9250	llReve: timeout  ,300.0000
./multLibs/EQ_oneN2/15              CC2-Hybrid: not equiv ,24.3979  (Solve) ,,13.614 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_oneN2/2               CC2-Hybrid: not equiv ,0.9777   (Solve) ,,0.509  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.2884  	llReve: equiv    ,0.1200  
./multLibs/EQ_oneN2/3               CC2-Hybrid: not equiv ,1.3233   (Solve) ,,0.719  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.3887  	llReve: equiv    ,0.0500  
./multLibs/EQ_oneN2/4               CC2-Hybrid: not equiv ,1.6913   (Solve) ,,0.841  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.4553  	llReve: equiv    ,0.1200  
./multLibs/EQ_oneN2/5               CC2-Hybrid: not equiv ,2.6389   (Solve) ,,1.440  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,0.6043  	llReve: equiv    ,0.5900  
./multLibs/EQ_oneN2/6               CC2-Hybrid: not equiv ,4.9622   (Solve) ,,3.396  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,1.5199  	llReve: equiv    ,2.4800  
./multLibs/EQ_oneN2/7               CC2-Hybrid: not equiv ,12.0091  (Solve) ,,9.933  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,5.8016  	llReve: equiv    ,8.8300  
./multLibs/EQ_oneN2/8               CC2-Hybrid: not equiv ,13.9614  (Solve) ,,11.295 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,14.2837 	llReve: equiv    ,37.8400 
./multLibs/EQ_oneN2/9               CC2-Hybrid: not equiv ,15.1994  (Solve) ,,11.769 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: not equiv ,47.5124 	llReve: equiv    ,177.4500
./multLibs/EQ_pos/1                 CC2-Hybrid: equiv    ,11.3906  (Solve) ,,11.150 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.1400  
./multLibs/EQ_pos/10                CC2-Hybrid: equiv    ,171.7837 (Solve) ,,166.981	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.4100  
./multLibs/EQ_pos/11                CC2-Hybrid: equiv    ,268.1127 (Solve) ,,262.447	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.7800  
./multLibs/EQ_pos/12                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,1.6800  
./multLibs/EQ_pos/13                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,3.6800  
./multLibs/EQ_pos/14                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,7.7500  
./multLibs/EQ_pos/15                CC2-Hybrid: timeout  ,300.0000 (Solve) ,,0.000  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,16.9000 
./multLibs/EQ_pos/2                 CC2-Hybrid: equiv    ,14.1854  (Solve) ,,13.846 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0400  
./multLibs/EQ_pos/3                 CC2-Hybrid: equiv    ,19.6264  (Solve) ,,19.105 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0300  
./multLibs/EQ_pos/4                 CC2-Hybrid: equiv    ,28.4606  (Solve) ,,27.695 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0500  
./multLibs/EQ_pos/5                 CC2-Hybrid: equiv    ,41.5014  (Solve) ,,40.393 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0500  
./multLibs/EQ_pos/6                 CC2-Hybrid: equiv    ,58.3667  (Solve) ,,56.805 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0600  
./multLibs/EQ_pos/7                 CC2-Hybrid: equiv    ,73.5171  (Solve) ,,71.387 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.0800  
./multLibs/EQ_pos/8                 CC2-Hybrid: equiv    ,102.3024 (Solve) ,,99.520 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.1200  
./multLibs/EQ_pos/9                 CC2-Hybrid: equiv    ,152.0315 (Solve) ,,148.381	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: unknown  ,0.2100  
./multLibs/EQ_pos2/1                CC2-Hybrid: equiv    ,0.2743   (Solve) ,,0.145  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,0.0500  
./multLibs/EQ_pos2/10               CC2-Hybrid: equiv    ,4.6559   (Solve) ,,0.146  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,50.2600 
./multLibs/EQ_pos2/11               CC2-Hybrid: equiv    ,5.7701   (Solve) ,,0.150  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,117.8600
./multLibs/EQ_pos2/12               CC2-Hybrid: equiv    ,6.9559   (Solve) ,,0.147  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,299.5400
./multLibs/EQ_pos2/13               CC2-Hybrid: equiv    ,8.4150   (Solve) ,,0.139  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_pos2/14               CC2-Hybrid: equiv    ,72.8408  (Solve) ,,34.952 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_pos2/15               CC2-Hybrid: equiv    ,55.1089  (Solve) ,,20.752 	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: timeout  ,300.0000
./multLibs/EQ_pos2/2                CC2-Hybrid: equiv    ,1.4366   (Solve) ,,1.201  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,0.3500  
./multLibs/EQ_pos2/3                CC2-Hybrid: equiv    ,0.5621   (Solve) ,,0.154  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,0.1800  
./multLibs/EQ_pos2/4                CC2-Hybrid: equiv    ,0.7891   (Solve) ,,0.137  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,0.3300  
./multLibs/EQ_pos2/5                CC2-Hybrid: equiv    ,1.1346   (Solve) ,,0.139  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,0.7500  
./multLibs/EQ_pos2/6                CC2-Hybrid: equiv    ,1.5629   (Solve) ,,0.136  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,1.7900  
./multLibs/EQ_pos2/7                CC2-Hybrid: equiv    ,2.1031   (Solve) ,,0.148  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,4.1200  
./multLibs/EQ_pos2/8                CC2-Hybrid: equiv    ,2.7489   (Solve) ,,0.145  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,9.6000  
./multLibs/EQ_pos2/9                CC2-Hybrid: equiv    ,3.5702   (Solve) ,,0.143  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: timeout  ,300.0000	llReve: not equiv ,21.9900 
./multLibs/EQ_pos3/1                CC2-Hybrid: equiv    ,2.4393   (Solve) ,,0.703  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,0.1251  	llReve: equiv    ,0.0700  
./multLibs/EQ_pos3/10               CC2-Hybrid: equiv    ,1.9384   (Solve) ,,0.136  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,0.8808  	llReve: equiv    ,88.2400 
./multLibs/EQ_pos3/11               CC2-Hybrid: equiv    ,2.3876   (Solve) ,,0.139  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,1.8454  	llReve: timeout  ,300.0000
./multLibs/EQ_pos3/12               CC2-Hybrid: equiv    ,2.8576   (Solve) ,,0.144  	CC2-Concurrent: unknown  ,0.0000   (Solve) ,,0.000  	KleeCLEVER: equiv    ,4.1677  	llReve: timeout  ,300.0000
